"","sex","age","education","mdp1","mdu1","mdu2","mdu3","mdp2","mdu4","mdp3","mdp4","hh.sinc1","hh.fair1","hh.greed1","hh.mod1","hh.sinc2","hh.fair2","hh.greed2","hh.mod2","hh.sinc3","hh.fair3","hh.greed3","hh.mod3","hh.sinc4","hh.fair4","hh.greed4","hh.mod4","alt1","alt2","alt3","alt4","npi1","npi2","npi3","npi4","npi5","npi6","npi7","npi8","npi9","npi10","npi11","npi12","npi13","npi14","npi15","mach1","mach2","mach3","mach4","mach5","dc1","dc2","dc3","dc4","dc5","dc6","dc7","dc8","dc9","dc10","dc11","dc12","dc13","dc14","dc15","dc16","srp1","srp2","srp3","srp4","srp5","srp6","srp7","srp8","srp9","srp10","srp11","srp12","srp13","srp14","srp15","srp16","srp17","srp18","srp19","srp20","srp21","srp22","srp23","srp24","srp25","srp26","srp27","srp28","srp29","srp30","srp31","sinc.facet","fair.facet","greed.facet","mod.facet","hh.total","altruism","mdp.facet","mdu.facet","md.total","dc.total","mach.total","npi.total","srp.total"
"587","1",26,"6",-2,-2,1,-2,-2,-2,-1,-1,3,5,4,5,2,5,5,4,3,5,5,5,2,5,5,5,4,3,4,5,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,5,1,4,1,2,1,1,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,2,1,1,1,1,1,2.5,5,4.75,4.75,4.25,4,-6,-5,-11,1.4375,3,1.2,1.33333333333333
"588","1",27,"5",-2,-1,-2,-2,-2,-2,-2,-2,2,2,3,4,3,4,4,5,2,5,3,5,4,3,4,4,4,3,4,4,3,4,1,3,1,1,2,3,3,1,1,1,1,1,2,3,2,1,4,1,1,3,3,2,2,1,1,3,1,2,3,2,2,1,3,1,3,1,1,3,2,1,1,3,2,1,1,1,2,1,2,2,3,2,2,3,1,1,1,3,1,1,2,4,1,1,1,2.75,3.5,3.5,4.5,3.5625,3.75,-8,-7,-15,1.9375,2.2,1.86666666666667,1.7
"589","1",22,"4",-1,-2,-2,-2,1,-1,-1,1,4,4,5,5,3,4,2,4,4,5,4,5,4,4,4,4,5,5,4,5,3,1,2,1,4,4,2,1,1,2,4,4,4,1,1,2,2,1,2,1,1,2,1,3,5,2,1,1,1,3,2,1,2,1,1,1,3,1,1,3,1,1,1,3,1,1,1,1,1,1,5,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3.75,4.25,3.75,4.5,4.0625,4.75,0,-7,-7,1.75,1.6,2.33333333333333,1.43333333333333
"590","1",24,"3",-2,-2,-1,-1,-1,-1,-1,-1,5,2,4,4,2,4,2,3,2,2,2,3,2,2,2,3,5,3,4,3,4,2,4,1,4,4,3,5,2,3,3,4,4,4,3,5,2,3,2,3,3,4,1,2,1,2,1,5,2,3,4,5,2,1,2,1,3,2,1,4,1,3,3,3,2,5,1,2,4,1,1,5,4,3,1,4,2,1,4,5,1,5,4,2,1,1,1,2.75,2.5,2.5,3.25,2.75,3.75,-5,-5,-10,2.4375,3,3.33333333333333,2.53333333333333
"591","2",52,"5",-2,-2,-1,-1,1,2,1,-2,4,3,5,1,3,5,2,2,2,4,4,3,5,5,2,3,3,2,3,5,4,2,3,6,3,2,3,2,3,2,1,2,2,2,6,5,6,3,5,3,3,4,1,5,3,4,2,5,4,3,3,4,2,2,5,3,4,3,1,2,1,1,5,4,3,2,2,1,2,2,4,3,2,2,4,1,3,1,2,4,1,2,1,1,2,1,1,3.5,4.25,3.25,2.25,3.3125,3.25,-2,-2,-4,3.3125,4.4,2.86666666666667,2.2
"592","1",22,"4",-2,-1,-2,-2,2,1,1,-2,2,1,3,5,2,4,3,5,2,5,4,5,2,4,4,5,4,3,4,3,4,1,1,4,5,4,3,4,3,1,5,5,3,5,3,4,4,2,4,1,2,2,1,3,3,3,1,2,3,3,1,2,2,3,1,1,4,2,2,2,2,4,2,4,3,2,2,4,4,4,4,4,5,3,2,3,1,1,1,2,1,2,5,1,1,1,2,2,3.5,3.5,5,3.5,3.5,-1,-4,-5,2.0625,3,3.4,2.6
"593","1",20,"4",-2,-1,-1,-2,1,-1,-1,-2,3,2,4,4,4,4,5,5,4,3,4,2,2,2,5,5,5,4,5,4,3,2,2,2,4,1,2,4,2,2,1,2,2,1,2,4,2,1,5,1,1,2,2,1,4,5,4,3,2,1,1,1,1,1,1,5,2,1,2,2,5,1,2,3,3,3,1,4,4,1,4,2,3,1,1,5,1,1,1,3,1,1,1,2,1,1,1,3.25,2.75,4.5,4,3.625,4.5,-4,-5,-9,2.1875,2.6,2.13333333333333,2.06666666666667
"594","1",58,"3",-2,-2,-1,-2,-2,-2,-2,-2,4,4,4,5,3,3,5,4,4,4,5,5,4,4,4,4,5,3,5,5,4,4,3,2,5,1,1,2,1,2,5,1,2,6,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,3,1,2,2,3,2,5,3,1,1,4,3,2,1,5,3,3,2,3,1,2,5,2,3,1,2,1,1,1,1,2,3,5,3,5,1,1,2,3.75,3.75,4.5,4.5,4.125,4.5,-8,-7,-15,2.0625,2,2.73333333333333,2.3
"595","2",23,"5",-1,1,-2,-2,-2,1,-1,-1,3,2,3,3,4,3,2,3,5,2,3,3,4,4,2,2,3,3,3,5,6,4,3,5,4,3,3,1,4,3,4,5,5,4,6,4,5,5,4,2,1,2,2,2,4,3,4,3,2,3,2,2,3,3,4,4,3,2,1,4,3,4,3,5,3,2,4,3,4,1,1,5,3,4,3,2,1,2,2,5,1,3,3,1,1,4,1,4,2.75,2.5,2.75,3,3.5,-5,-2,-7,2.75,4,4,2.66666666666667
"596","2",36,"4",-1,-1,-1,-2,-1,1,-1,-1,3,2,4,4,2,2,4,4,4,5,5,5,3,4,5,5,4,3,5,3,5,5,2,2,5,2,2,1,1,2,4,2,1,5,2,2,1,3,2,2,4,2,2,3,1,1,1,3,1,2,2,1,2,2,1,1,1,1,3,2,1,2,3,4,1,2,2,1,3,1,4,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3.25,4.5,4.5,3.8125,3.75,-4,-3,-7,1.8125,2,2.73333333333333,1.7
"597","1",23,"4",-2,-2,-1,-2,-1,-1,-2,-2,4,5,5,5,3,4,3,5,4,2,5,5,3,5,5,5,4,3,5,3,4,1,3,1,1,1,1,4,2,2,3,1,2,1,2,2,5,4,3,4,2,1,2,3,1,4,1,3,2,3,2,2,1,1,1,1,2,1,3,4,2,2,1,4,2,1,2,2,3,1,4,2,2,2,2,4,1,1,1,4,1,2,1,5,1,1,1,3.5,4,4.5,5,4.25,3.75,-7,-6,-13,1.875,3.6,1.93333333333333,2.03333333333333
"598","2",44,"5",-2,-2,-1,-1,-2,2,-2,-2,5,2,3,2,5,4,5,4,3,3,5,3,4,4,3,4,5,3,5,4,4,3,1,3,3,2,3,6,1,1,3,4,6,4,6,6,4,3,2,2,1,3,1,1,1,4,1,4,2,4,3,4,2,2,5,1,4,4,1,1,2,3,3,5,4,2,2,3,4,2,5,1,4,3,2,1,1,1,1,4,1,2,1,1,1,1,1,4.25,3.25,4,3.25,3.6875,4.25,-8,-2,-10,2.4375,3.4,3.33333333333333,2.33333333333333
"599","2",20,"4",-2,-2,-1,-2,2,1,-2,-1,3,4,2,3,1,2,1,2,4,3,3,4,2,4,2,1,4,3,5,2,5,4,4,5,4,6,5,6,4,5,4,6,6,5,4,4,2,3,2,1,2,4,3,3,5,1,5,2,2,2,2,4,1,2,2,3,2,1,2,2,2,3,1,4,3,2,2,1,4,3,2,3,4,3,5,2,1,1,2,4,1,3,1,1,1,1,1,2.5,3.25,2,2.5,2.5625,3.5,-3,-4,-7,2.6875,2.4,4.86666666666667,2.2
"600","2",24,"5",-2,1,-2,-1,-2,-1,1,-1,2,4,3,4,3,4,4,5,4,4,5,5,5,5,3,3,4,5,4,4,5,5,2,4,1,1,2,5,2,3,4,1,3,2,3,1,1,1,1,2,3,2,2,4,1,2,2,1,2,2,3,1,1,2,2,1,1,1,1,4,1,1,1,3,3,3,1,2,1,1,3,4,1,1,1,4,1,1,4,5,2,1,5,3,1,1,1,3.5,4.25,3.75,4.25,3.9375,4.25,-4,-3,-7,1.9375,1.2,2.86666666666667,1.96666666666667
"601","1",23,"4",-2,-2,1,-2,1,1,-2,1,2,3,4,5,4,4,5,4,4,3,5,5,4,5,4,2,5,4,5,4,1,1,5,2,2,2,2,4,1,5,3,1,2,1,3,4,2,4,2,3,1,1,1,2,1,1,1,2,2,2,3,1,3,1,2,1,2,1,1,2,2,2,1,4,1,1,1,1,2,1,1,1,2,1,1,4,1,1,2,2,1,1,1,2,1,1,1,3.5,3.75,4.5,4,3.9375,4.5,-2,-2,-4,1.5625,3,2.33333333333333,1.46666666666667
"602","2",22,"4",-2,-1,1,-2,2,2,1,-1,2,2,2,2,2,4,4,3,2,2,5,4,4,4,5,3,4,1,4,3,2,2,6,4,4,4,2,3,3,5,3,4,4,4,4,5,2,3,2,1,2,2,2,2,2,1,1,4,2,2,1,1,1,2,1,1,2,1,3,2,2,1,2,4,3,3,2,1,3,1,4,1,3,1,1,4,1,1,2,4,1,1,1,1,1,1,1,2.5,3,4,3,3.125,3,0,0,0,1.6875,2.6,3.6,1.9
"603","2",58,"5",-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,3,4,4,5,4,3,2,5,3,3,5,5,2,4,3,2,4,3,2,2,2,3,2,1,2,2,2,3,4,5,3,4,4,6,5,3,4,3,2,2,3,1,4,5,1,3,2,2,1,2,2,3,5,1,2,1,4,1,1,2,4,2,1,2,2,2,1,3,2,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,3.25,3.75,4.25,3,3.5625,3.25,-8,-8,-16,2.5625,4.4,2.66666666666667,1.6
"604","2",23,"5",-2,1,-2,-2,-2,-1,-1,-2,2,5,4,4,3,4,4,4,3,4,4,4,4,5,5,3,4,4,3,2,6,4,4,6,3,3,1,5,4,6,2,3,6,2,6,5,4,4,1,6,2,3,1,2,1,2,5,4,2,3,1,3,1,2,1,5,4,3,1,2,1,1,2,5,2,1,2,2,2,2,4,5,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4.5,4.25,3.75,3.875,3.25,-7,-4,-11,2.375,4,4.06666666666667,1.93333333333333
"605","1",22,"4",-1,-2,-1,-2,-1,-2,-2,-2,4,5,4,5,4,2,4,4,2,1,4,4,4,5,3,5,3,3,4,4,4,2,3,2,5,4,5,1,2,3,5,3,1,4,3,2,2,2,1,2,1,3,1,1,1,2,1,1,1,4,1,1,1,1,2,1,3,2,2,2,2,3,4,4,3,2,1,4,1,2,4,2,3,2,1,4,1,1,1,2,1,5,2,4,1,1,1,3.5,3.25,3.75,4.5,3.75,3.5,-6,-7,-13,1.4375,1.8,3.13333333333333,2.3
"606","2",24,"4",-2,2,1,2,-2,2,-2,1,2,1,4,3,2,3,4,5,3,3,5,5,4,1,5,5,5,5,2,4,4,3,1,2,5,3,3,2,1,1,5,4,3,4,3,2,1,2,2,3,1,4,2,1,2,1,1,2,1,1,1,2,1,2,2,2,4,3,4,3,3,5,2,2,3,5,1,3,4,2,1,3,2,2,2,5,1,1,2,5,1,4,1,2,1,1,1,2.75,2,4.5,4.5,3.4375,4,-5,7,2,1.625,2,2.93333333333333,2.53333333333333
"607","2",22,"4",2,-2,-2,-1,-1,1,2,1,3,1,3,3,3,4,4,1,4,4,5,3,2,3,4,4,3,2,4,5,5,3,3,3,4,5,4,1,2,3,4,3,3,3,3,2,1,2,1,2,1,3,1,2,2,3,1,3,2,3,1,1,2,2,2,1,1,1,2,2,1,4,1,3,2,3,4,2,4,1,5,3,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,3,3,4,2.75,3.1875,3.5,4,-4,0,1.875,1.6,3.26666666666667,2
"608","1",24,"3",-2,-2,1,-2,-2,-1,-1,1,3,3,4,5,3,5,5,4,3,2,5,3,3,5,5,5,5,4,4,4,2,1,3,6,2,3,3,3,4,2,3,2,1,1,1,5,2,1,2,5,1,2,2,4,2,2,4,1,2,2,4,1,1,2,3,1,3,2,3,3,1,1,1,3,1,1,4,2,1,2,5,3,2,3,2,2,1,1,1,2,5,1,4,1,1,1,1,3,3.75,4.75,4.25,3.9375,4.25,-4,-4,-8,2.125,3,2.46666666666667,2.03333333333333
"609","1",20,"4",-2,-2,-1,-1,1,1,-1,-2,2,3,3,5,3,5,5,4,2,3,2,5,2,4,4,4,4,3,4,5,4,3,1,3,5,5,2,2,1,3,4,5,1,4,4,3,2,2,1,5,1,1,1,2,5,1,1,4,2,4,3,2,1,1,2,1,3,2,2,2,4,2,1,4,3,3,5,1,4,2,4,2,2,3,2,5,1,1,4,3,1,4,1,5,1,5,1,2.25,3.75,3.5,4.5,3.5,4,-4,-3,-7,2,2.6,3.13333333333333,2.7
"610","1",22,"4",-2,1,-1,-2,-1,1,-2,-2,2,1,1,2,2,4,2,4,1,2,2,4,2,2,3,3,4,3,1,2,6,5,4,4,4,4,3,5,4,3,3,6,6,4,4,3,3,4,2,4,1,5,1,2,4,4,1,4,1,4,5,4,2,2,4,1,5,2,5,2,4,2,5,4,5,3,1,2,5,4,2,2,4,1,1,2,1,1,2,5,1,1,1,2,1,1,1,1.75,2.25,2,3.25,2.3125,2.5,-7,-1,-8,2.8125,3.2,4.33333333333333,2.53333333333333
"611","1",45,"5",-2,-1,-2,1,-2,-1,-1,-2,3,5,5,5,2,5,5,4,3,5,5,5,4,5,5,4,5,4,4,5,5,4,5,5,5,5,2,5,4,5,5,4,3,4,2,2,1,3,3,1,1,1,2,3,2,2,3,4,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,4,3,1,1,2,3,1,4,1,5,3,1,4,1,1,3,5,1,1,1,1,1,1,1,3,5,5,4.5,4.375,4.5,-7,-3,-10,1.75,2,4.2,1.96666666666667
"612","2",21,"4",-2,2,-1,-1,2,-1,-1,1,2,1,3,4,4,4,4,5,4,4,4,4,5,2,4,3,5,5,4,4,2,1,2,2,2,2,2,4,1,2,2,2,3,2,2,6,2,4,1,4,1,1,1,3,2,1,5,4,2,3,3,1,2,1,1,1,1,3,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,4,2,3,1,1,2,4,1,1,1,1,1,1,1,3.75,2.75,3.75,4,3.5625,4.5,0,-1,-1,2,3.4,2.06666666666667,1.56666666666667
"613","2",22,"5",-1,-2,-2,-1,-1,1,-1,-1,2,2,3,4,2,4,4,3,2,3,5,5,2,3,3,4,4,3,4,4,4,1,1,4,1,2,2,2,2,1,1,1,2,1,2,4,3,3,2,4,2,2,1,3,1,1,1,3,2,2,1,1,3,2,3,1,1,1,1,2,1,1,1,4,2,2,4,1,1,1,2,1,4,3,3,2,1,1,1,3,3,1,4,1,1,1,1,2,3,3.75,4,3.1875,3.75,-4,-4,-8,1.8125,3.2,1.8,1.8
"614","1",56,"5",-2,-2,-1,-2,-1,1,-1,1,4,5,5,4,3,5,3,3,4,2,5,5,3,5,3,2,4,5,2,4,2,1,2,3,2,3,1,3,3,3,3,2,2,3,3,4,5,1,4,1,2,2,2,2,3,2,2,2,2,2,2,4,3,3,4,4,1,2,1,4,1,4,1,3,2,1,5,1,2,1,4,3,3,3,3,2,1,1,1,4,1,1,4,1,1,1,1,3.5,4.25,4,3.5,3.8125,3.75,-3,-4,-7,2.5625,3,2.4,2
"615","2",34,"5",-1,-2,-2,-1,2,1,1,1,1,2,1,4,2,5,3,2,1,1,2,3,4,5,1,3,4,4,4,3,3,5,2,2,3,2,3,3,2,2,3,5,4,3,3,5,5,5,3,4,1,3,2,2,2,3,2,4,2,3,3,2,1,2,4,4,4,3,2,3,2,2,4,4,2,2,2,2,2,1,3,5,3,2,3,2,1,1,1,5,2,4,4,1,1,1,1,2,3.25,1.75,3,2.5,3.75,3,-4,-1,2.5,4.4,3,2.4
"616","1",27,"3",-1,-2,-1,-2,1,-1,-1,-2,4,3,5,5,4,5,5,3,5,5,3,5,2,5,5,2,4,4,4,5,4,4,4,2,2,3,1,4,3,4,4,5,2,2,1,4,4,1,2,1,1,1,1,1,3,2,5,3,1,1,2,1,1,1,4,2,3,1,1,3,2,1,1,4,1,1,1,3,1,1,5,1,3,1,1,3,1,1,4,2,1,1,5,3,1,4,4,3.75,4.5,4.5,3.75,4.125,4.25,-3,-6,-9,1.875,2.4,3,2.06666666666667
"617","1",26,"5",-1,1,1,2,1,2,-2,-2,1,1,3,4,4,2,3,3,4,4,5,4,4,3,3,5,4,3,4,3,2,1,1,1,4,4,4,2,1,2,2,4,3,4,4,1,1,2,4,2,2,1,1,3,3,2,5,2,1,1,2,3,1,1,2,1,5,1,3,5,5,3,3,4,2,2,2,2,4,1,4,1,5,2,2,3,1,1,5,3,1,1,4,1,1,1,1,3.25,2.5,3.5,4,3.3125,3.5,-4,6,2,1.9375,2,2.6,2.46666666666667
"618","1",25,"5",-2,1,1,-2,2,2,2,1,2,3,5,4,2,2,3,4,3,3,3,2,4,3,2,2,3,5,3,4,4,3,5,5,5,5,2,5,4,4,4,5,5,4,3,4,3,5,2,5,3,3,2,2,3,3,3,2,2,3,1,2,2,4,2,3,5,1,1,3,1,2,4,3,2,2,3,3,2,2,2,4,4,4,2,3,1,1,4,4,5,4,4,3,1,1,1,2.75,2.75,3.25,3,2.9375,3.75,3,2,5,2.5,3.8,4.2,2.63333333333333
"619","2",44,"4",-2,-1,2,-2,-2,-2,1,1,4,2,2,3,3,5,5,5,5,3,5,2,2,5,4,5,5,5,2,5,5,4,5,5,4,4,5,3,5,6,5,6,4,4,5,5,2,6,2,4,2,4,3,1,2,1,2,5,4,3,1,4,2,4,5,1,1,1,1,2,4,3,4,5,4,3,2,4,4,3,5,5,3,1,2,4,3,1,2,4,1,3,1,1,1,1,2,3.5,3.75,4,3.75,3.75,4.25,-2,-3,-5,2.75,3.8,4.66666666666667,2.63333333333333
"620","2",25,"4",-1,-2,1,1,1,1,2,1,4,3,3,3,2,3,2,3,2,3,4,4,3,2,4,3,4,3,3,5,5,4,3,6,6,5,4,5,4,2,5,6,6,3,5,5,5,5,2,4,4,4,2,4,4,2,3,4,2,5,3,4,1,2,5,2,4,3,1,1,5,3,1,5,5,3,2,5,3,5,5,5,2,3,2,4,3,1,2,4,1,5,1,1,1,3,1,2.75,2.75,3.25,3.25,3,3.75,3,1,4,3.1875,4.2,4.6,2.96666666666667
"621","2",18,"1",-2,2,-1,2,2,2,1,1,1,2,1,2,4,2,1,2,4,3,2,3,2,2,1,4,4,1,1,2,6,1,4,5,5,2,5,5,4,3,4,4,5,4,4,3,6,1,3,5,3,5,1,1,5,3,5,3,2,4,2,4,2,4,5,2,5,2,2,1,5,4,4,3,4,2,2,3,4,4,5,4,3,3,3,4,2,4,4,5,1,1,4,2,1,1,1,2.75,2.25,1.25,2.75,2.25,2,2,5,7,3.1875,3.6,4.06666666666667,3.06666666666667
"622","2",60,"5",-2,-2,-1,-2,-2,-2,-2,-2,3,3,3,3,4,5,2,3,5,4,4,4,4,4,3,3,4,3,3,4,2,1,4,5,6,2,1,4,1,5,6,3,4,6,2,3,1,1,2,1,1,1,1,2,4,3,1,2,2,3,3,3,2,3,3,1,4,2,2,3,2,1,1,3,2,1,3,3,2,1,2,1,2,2,1,2,1,1,1,3,1,5,1,3,1,1,1,4,4,3,3.25,3.5625,3.5,-8,-7,-15,2.1875,1.6,3.46666666666667,1.86666666666667
"623","1",23,"4",-2,-1,-2,-2,-1,-1,-1,-2,2,3,4,5,3,5,2,3,3,4,4,4,3,5,4,4,3,3,3,1,4,3,2,5,5,4,2,4,4,2,5,5,5,5,4,4,2,1,2,2,2,3,2,2,1,2,1,2,2,3,2,1,2,1,3,1,5,1,2,4,5,1,4,4,5,3,1,2,2,1,3,2,3,3,2,4,1,1,1,1,1,4,1,1,1,1,1,2.75,4.25,3.5,4,3.625,2.5,-6,-6,-12,1.875,2.2,3.93333333333333,2.23333333333333
"624","1",21,"4",-2,1,-2,-2,-1,1,-1,1,2,5,4,5,4,5,3,3,4,1,4,5,5,5,4,4,3,3,4,5,2,3,2,3,4,3,1,2,3,1,4,4,2,1,2,2,1,1,5,1,3,1,2,2,1,3,1,3,2,2,3,2,1,1,2,1,2,1,1,4,1,1,1,3,2,1,2,2,2,2,5,3,3,2,1,1,1,1,2,5,1,2,5,1,1,1,1,3.75,4,3.75,4.25,3.9375,3.75,-3,-2,-5,1.875,2,2.46666666666667,1.9
"625","2",50,"4",-2,-2,-2,-1,-2,-1,-2,-2,3,4,2,4,3,4,4,4,4,5,5,4,5,4,4,5,5,4,4,5,1,2,2,6,6,1,1,1,1,1,3,2,2,1,1,2,2,2,1,5,1,1,1,1,1,1,1,1,1,3,3,2,1,2,2,2,1,2,1,2,1,1,2,4,2,1,1,1,1,1,4,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3.75,4.25,3.75,4.25,4,4.5,-8,-6,-14,1.5,2.4,2.06666666666667,1.53333333333333
"626","2",25,"4",-1,-1,-1,1,-1,-1,-2,-2,5,1,2,4,1,2,2,5,5,2,4,4,5,1,3,4,5,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,4,1,2,2,1,1,3,4,2,4,1,2,2,2,1,2,1,4,5,2,4,2,3,1,1,1,1,1,1,1,3,3,4,2,2,1,1,3,1,1,1,1,2,5,1,5,1,1,1,4,1.5,2.75,4.25,3.125,4.25,-6,-2,-8,2.125,2.4,1.6,2
"627","1",30,"4",-1,2,-2,-2,-1,1,-2,-1,4,1,3,4,2,5,4,4,5,4,5,5,5,2,5,3,4,3,5,5,4,4,1,5,2,2,3,2,1,1,1,2,2,2,6,4,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,3,1,2,3,1,2,5,3,1,1,4,1,2,5,3,3,2,1,3,1,1,1,5,1,5,5,1,1,1,1,4,3,4.25,4,3.8125,4.25,-5,-1,-6,1.1875,1.8,2.53333333333333,2.4
"628","1",33,"5",-2,-2,-2,-2,-1,-2,-2,-2,4,3,3,4,2,3,4,4,4,4,5,5,2,5,5,4,5,3,5,4,3,2,1,1,3,2,2,3,1,2,3,2,1,2,1,5,2,2,2,1,2,2,3,1,1,1,1,1,1,2,3,1,2,1,5,1,2,1,1,4,1,1,1,3,1,1,1,1,1,1,5,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,3.75,4.25,4.25,3.8125,4.25,-7,-8,-15,1.75,2.4,1.93333333333333,1.4
"629","1",24,"4",-2,-2,-1,-2,1,2,-2,-2,5,4,4,5,2,4,4,5,5,4,5,4,4,4,4,5,4,4,3,5,2,2,1,1,1,3,2,3,3,1,1,2,1,1,1,4,2,1,6,4,3,2,1,2,3,1,1,2,1,3,2,1,1,2,1,1,2,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,3,2,5,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4.25,4.75,4.25,4,-5,-3,-8,1.6875,3.4,1.66666666666667,1.43333333333333
"630","1",32,"5",-2,-1,1,1,-2,-1,-2,-1,3,2,3,5,2,3,3,4,5,2,5,5,5,4,3,4,4,4,5,5,4,4,2,5,3,3,1,2,1,2,2,2,3,2,5,2,1,2,1,2,3,2,1,2,2,1,1,2,2,4,4,2,1,2,3,1,5,1,3,4,2,1,1,5,5,5,2,1,2,3,2,5,3,2,3,5,1,1,4,5,1,5,4,1,1,1,1,3.75,2.75,3.5,4.5,3.625,4.5,-7,0,-7,2.0625,1.6,2.73333333333333,2.7
"631","2",21,"4",-2,-2,-1,-2,2,-1,-1,1,5,4,3,4,5,4,2,2,3,4,3,4,3,4,4,2,4,4,5,4,4,2,1,2,2,2,3,4,2,2,2,2,4,4,3,3,3,3,3,4,2,2,4,3,4,2,1,4,1,3,3,2,2,1,1,1,4,2,2,4,2,2,1,3,3,2,2,2,1,3,4,1,3,3,1,4,4,1,2,4,3,2,2,2,1,1,1,4,4,3,3,3.5,4.25,0,-6,-6,2.25,3.2,2.6,2.26666666666667
"632","2",24,"4",-2,2,1,1,-2,1,-2,-2,2,1,2,1,2,4,2,4,1,2,2,5,2,1,2,5,4,3,2,3,2,2,4,5,3,1,3,3,3,4,2,2,3,2,4,5,2,4,1,3,1,4,2,2,4,2,4,4,2,3,4,3,1,2,4,4,5,3,4,2,5,4,4,3,4,5,1,4,2,3,1,3,2,3,3,5,1,1,5,5,1,4,5,1,1,1,1,1.75,2,2,3.75,2.375,3,-8,5,-3,2.875,3,2.86666666666667,3
"633","1",30,"5",-2,-2,-1,-2,1,-1,-2,-1,3,4,4,4,3,3,4,3,4,4,5,3,5,4,4,2,4,3,4,4,2,2,1,1,2,2,2,2,2,1,4,2,3,2,6,2,2,3,2,3,1,2,1,4,3,1,2,2,2,2,3,2,1,3,2,3,2,1,1,1,1,1,1,3,2,1,1,4,3,1,5,1,1,2,1,1,3,1,1,3,1,2,1,1,1,1,1,3.75,3.75,4.25,3,3.6875,3.75,-4,-6,-10,2.125,2.4,2.26666666666667,1.63333333333333
"634","1",22,"4",-1,-2,-1,-2,2,1,-2,-1,3,3,4,5,2,4,5,4,5,5,5,5,1,5,5,5,5,4,5,5,2,3,2,2,2,2,1,2,1,1,1,1,1,1,2,4,1,2,3,2,1,2,1,3,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,3,2,1,2,1,2,1,1,2,5,4,3,1,1,1,2,5,1,5,1,1,1,1,1,2.75,4.25,4.75,4.75,4.125,4.75,-2,-4,-6,1.6875,2.4,1.6,1.83333333333333
"635","1",24,"4",-2,-2,-1,-2,-2,2,-2,-1,3,5,3,5,2,4,3,4,4,4,5,5,3,5,4,4,5,3,5,4,4,2,2,4,3,2,4,1,1,2,2,3,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,3,3,1,1,3,3,1,1,1,2,1,1,4,1,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,4.5,3.75,4.5,3.9375,4.25,-7,-3,-10,1.125,1.2,2.46666666666667,1.66666666666667
"636","1",60,"3",-2,-2,-1,-2,-2,-2,-2,-2,4,4,4,5,3,4,5,4,5,5,5,5,4,4,2,4,4,3,4,5,2,1,2,3,5,1,2,1,1,2,5,1,1,5,1,6,4,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,1,1,2,3,3,2,1,3,1,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4.25,4,4.5,4.1875,4,-8,-7,-15,1.0625,3.4,2.2,1.56666666666667
"637","1",19,"4",-2,-2,-2,-2,-1,1,-2,-2,2,5,3,5,1,5,4,4,4,4,5,5,1,5,4,5,4,2,4,3,4,1,1,3,4,3,4,3,3,2,4,3,3,1,4,5,3,3,2,2,2,2,1,3,1,4,1,2,2,3,1,1,1,1,1,1,3,1,3,1,1,1,1,4,1,1,2,1,1,1,5,2,2,1,1,3,1,1,1,4,1,5,1,1,1,1,1,2,4.75,4,4.75,3.875,3.25,-7,-5,-12,1.6875,3,2.86666666666667,1.76666666666667
"638","1",23,"4",-2,-2,-1,-2,-1,1,1,-1,2,2,3,5,4,5,4,5,2,3,3,5,3,5,2,5,5,3,4,4,3,2,3,4,4,2,2,2,3,3,4,4,4,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,4,1,3,2,4,2,1,1,1,1,2,2,1,2,2,1,3,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2.75,3.75,3,5,3.625,4,-3,-4,-7,1.375,1.8,2.86666666666667,1.56666666666667
